,x,0
0,,"device_1,[None, None, None],1685343176408"
0,,"device_1,[-0.02633622, 0.17956513, 9.883265],1685343176460"
0,,"device_1,[-0.04309563, 0.18435353, 9.883265],1685343176512"
0,,"device_1,[-0.04309563, 0.16998832, 9.885659],1685343176567"
0,,"device_1,[-0.033518825, 0.18435353, 9.844957],1685343176617"
0,,"device_1,[-0.035913024, 0.18674773, 9.868899],1685343176700"
0,,"device_1,[-0.05267244, 0.18914193, 9.895236],1685343176740"
0,,"device_1,[-0.045489833, 0.16998832, 9.880871],1685343176784"
0,,"device_1,[-0.035913024, 0.17238252, 9.900024],1685343176839"
0,,"device_1,[-0.05267244, 0.18914193, 9.878476],1685343176890"
0,,"device_1,[-0.038307227, 0.18195933, 9.864111],1685343176949"
0,,"device_1,[-0.045489833, 0.16519992, 9.861717],1685343177002"
0,,"device_1,[-0.06943185, 0.18435353, 9.854534],1685343177058"
0,,"device_1,[-0.074220255, 0.17238252, 9.888053],1685343177110"
0,,"device_1,[-0.045489833, 0.17956513, 9.885659],1685343177164"
0,,"device_1,[-0.038307227, 0.17238252, 9.880871],1685343177220"
0,,"device_1,[-0.01436521, 0.21068975, 9.959879],1685343177274"
0,,"device_1,[-0.18195933, 0.2681506, 10.012551],1685343177329"
0,,"device_1,[-0.062249243, 0.2705448, 9.677363],1685343177385"
0,,"device_1,[0.15322891, -0.007182605, 9.701305],1685343177438"
0,,"device_1,[0.0023942017, 0.1388637, 9.844957],1685343177494"
0,,"device_1,[-0.1604115, 0.15562311, 9.868899],1685343177548"
0,,"device_1,[-0.047884032, 0.14844051, 9.876082],1685343177603"
0,,"device_1,[0.050278235, 0.12928689, 9.868899],1685343177657"
0,,"device_1,[-0.06464344, 0.15083471, 9.856929],1685343177716"
0,,"device_1,[-0.10055647, 0.076614454, 9.888053],1685343177768"
0,,"device_1,[0.062249243, 0.12928689, 10.005369],1685343177822"
0,,"device_1,[0.011971008, 0.107739076, 9.873688],1685343177878"
0,,"device_1,[-0.06703765, 0.04309563, 9.923966],1685343177977"
0,,"device_1,[-0.06703765, 0.20590134, 10.010158],1685343177987"
0,,"device_1,[0.074220255, 0.079008654, 9.900024],1685343178075"
0,,"device_1,[-0.04309563, 0.17238252, 9.85214],1685343178098"
0,,"device_1,[1.934515, 1.0462662, 9.765948],1685343178175"
0,,"device_1,[-0.38307226, -0.9792285, 10.266336],1685343178206"
0,,"device_1,[0.20350714, 0.1412579, 9.82341],1685343178275"
0,,"device_1,[0.033518825, 0.12928689, 10.079589],1685343178319"
0,,"device_1,[-0.074220255, 0.19393034, 9.895236],1685343178373"
0,,"device_1,[0.30885202, 0.059855044, 9.801862],1685343178427"
