,x,0
0,,"device_2,[None, None, None],1686510596640"
0,,"device_2,[-0.05267244, 0.035913024, 9.809045]device_2,[-0.08140286, 0.038307227, 9.794679],1686510596670"
0,,"device_2,[-0.059855044, 0.01436521, 9.80665],1686510596685"
0,,"device_2,[-0.062249243, 0.009576807, 9.811439],1686510596738"
0,,"device_2,[-0.06464344, 0.0023942017, 9.799467],1686510596824"
0,,"device_2,[-0.06703765, 0.031124622, 9.801862],1686510596841"
0,,"device_2,[-0.076614454, 0.021547815, 9.787497],1686510596898"
0,,"device_2,[-0.055066638, 0.033518825, 9.821015],1686510596944"
0,,"device_2,[-0.059855044, 0.033518825, 9.8042555],1686510596997"
0,,"device_2,[-0.08379706, 0.023942016, 9.8042555],1686510597050"
0,,"device_2,[-0.059855044, 0, 9.797073],1686510597104"
0,,"device_2,[-0.059855044, 0.021547815, 9.8042555],1686510597157"
0,,"device_2,[-0.062249243, 0.023942016, 9.80665],1686510597210"
0,,"device_2,[-0.06943185, 0.021547815, 9.813833],1686510597265"
0,,"device_2,[-0.059855044, 0.021547815, 9.811439],1686510597319"
0,,"device_2,[-0.08619126, 0.038307227, 9.809045],1686510597372"
0,,"device_2,[-0.055066638, 0.019153614, 9.813833],1686510597424"
0,,"device_2,[-0.062249243, 0.011971008, 9.8042555],1686510597479"
0,,"device_2,[-0.06703765, 0.023942016, 9.801862],1686510597531"
0,,"device_2,[-0.07182605, 0.035913024, 9.794679],1686510597585"
0,,"device_2,[-0.079008654, 0.016759412, 9.801862],1686510597647"
0,,"device_2,[-0.062249243, 0.02633622, 9.799467],1686510597692"
0,,"device_2,[-0.05746084, 0.016759412, 9.792285],1686510597748"
0,,"device_2,[-0.06464344, 0.033518825, 9.78989],1686510597800"
0,,"device_2,[-0.062249243, 0.021547815, 9.78989],1686510597853"
0,,"device_2,[-0.06943185, 0.035913024, 9.809045],1686510597906"
0,,"device_2,[-0.050278235, 0.031124622, 9.7803135],1686510597960"
0,,"device_2,[-0.050278235, 0.023942016, 9.78989],1686510598014"
0,,"device_2,[-0.050278235, 0.0047884034, 9.773131],1686510598068"
0,,"device_2,[-0.06943185, 0.0047884034, 9.7803135],1686510598121"
0,,"device_2,[-0.062249243, 0.021547815, 9.77792],1686510598180"
0,,"device_2,[-0.07182605, 0.007182605, 9.765948],1686510598228"
0,,"device_2,[-0.08379706, 0.035913024, 9.768343],1686510598282"
0,,"device_2,[-0.06703765, 0.01436521, 9.78989],1686510598335"
0,,"device_2,[-0.050278235, 0.011971008, 9.768343],1686510598389"
0,,"device_2,[-0.06943185, 0.019153614, 9.77792],1686510598632"
0,,"device_2,[-0.074220255, 0.031124622, 9.763555]device_2,[-0.07182605, 0.016759412, 9.768343]device_2,[-0.06464344, 0.009576807, 9.773131],1686510598641"
0,,"device_2,[-0.074220255, 0.019153614, 9.737218],1686510598666"
0,,"device_2,[-0.06943185, 0.033518825, 9.770737],1686510598714"
0,,"device_2,[-0.062249243, 0.019153614, 9.758766],1686510598766"
0,,"device_2,[-0.074220255, 0.033518825, 9.768343],1686510598819"
0,,"device_2,[-0.074220255, 0.016759412, 9.765948],1686510598875"
0,,"device_2,[-0.04070143, -0.0023942017, 9.763555],1686510598925"
0,,"device_2,[-0.07182605, 0.0047884034, 9.765948],1686510598979"
0,,"device_2,[-0.06943185, 0.023942016, 9.753978],1686510599033"
0,,"device_2,[-0.045489833, 0.021547815, 9.763555],1686510599086"
0,,"device_2,[-0.06703765, 0.016759412, 9.739613],1686510599140"
0,,"device_2,[-0.079008654, 0.0047884034, 9.751583],1686510599193"
0,,"device_2,[-0.06464344, 0.021547815, 9.749189],1686510599290"
0,,"device_2,[-0.05267244, 0.007182605, 9.76116],1686510599301"
0,,"device_2,[-0.055066638, 0.0047884034, 9.751583],1686510599363"
0,,"device_2,[-0.07182605, 0.009576807, 9.753978],1686510599408"
0,,"device_2,[-0.05746084, 0.02633622, 9.751583],1686510599462"
0,,"device_2,[-0.076614454, 0.02873042, 9.749189],1686510599516"
0,,"device_2,[-0.079008654, 0.019153614, 9.753978],1686510599569"
0,,"device_2,[-0.05746084, 0.019153614, 9.737218],1686510599622"
0,,"device_2,[-0.050278235, -0.01436521, 9.746795],1686510599675"
0,,"device_2,[-0.06703765, 0.01436521, 9.749189],1686510599730"
0,,"device_2,[-0.059855044, 0.011971008, 9.749189],1686510599783"
0,,"device_2,[-0.055066638, 0.009576807, 9.734824],1686510599837"
0,,"device_2,[-0.08140286, 0.019153614, 9.753978],1686510599890"
0,,"device_2,[-0.08140286, -0.019153614, 9.768343],1686510599944"
0,,"device_2,[-0.047884032, 0.007182605, 9.753978],1686510599997"
0,,"device_2,[-0.06464344, 0.01436521, 9.718064],1686510600050"
0,,"device_2,[-0.047884032, 0, 9.742006],1686510600104"
0,,"device_2,[-0.079008654, -0.009576807, 9.727641],1686510600158"
0,,"device_2,[-0.08140286, 0.019153614, 9.742006],1686510600211"
0,,"device_2,[-0.06943185, 0.01436521, 9.763555],1686510600265"
0,,"device_2,[-0.047884032, -0.0023942017, 9.725247],1686510600318"
0,,"device_2,[-0.079008654, 0.016759412, 9.749189],1686510600372"
0,,"device_2,[-0.07182605, 0.02873042, 9.737218],1686510600425"
