,x,0
0,,"device_2,[None, None, None],1685413652427"
0,,"device_2,[0.38067806, 1.7022774, 9.344569],1685413652500"
0,,"device_2,[0.58657944, 1.6807296, 9.758766],1685413652530"
0,,"device_2,[0.60333884, 1.5131354, 8.9758625],1685413652582"
0,,"device_2,[0.5410896, 1.5993267, 9.938332],1685413652634"
0,,"device_2,[0.11971009, 1.5777789, 9.694122],1685413652685"
0,,"device_2,[0.46208093, 1.2330139, 10.1226845],1685413652737"
0,,"device_2,[0.40701428, 1.1324574, 11.054029],1685413652789"
0,,"device_2,[2.348712, 1.1803415, 10.620679],1685413652842"
0,,"device_2,[3.1603463, 1.2282255, 9.488221],1685413652892"
0,,"device_2,[3.5170822, 0.5674258, 8.02297],1685413652944"
0,,"device_2,[2.2816741, 2.1068976, 8.264784],1685413652996"
0,,"device_2,[1.2042835, 3.3877954, 8.726865],1685413653051"
0,,"device_2,[2.8323407, 1.8363527, 9.555259],1685413653104"
0,,"device_2,[4.462792, 0.7254431, 7.9104424],1685413653172"
0,,"device_2,[3.2728736, 1.99437, 8.269572],1685413653211"
0,,"device_2,[4.5633483, 1.6041151, 9.631873],1685413653265"
0,,"device_2,[3.6343982, 2.2026656, 7.410054],1685413653319"
0,,"device_2,[4.9176903, 1.7118542, 9.689334],1685413653373"
0,,"device_2,[3.5697548, 3.8714242, 8.183381],1685413653426"
0,,"device_2,[4.4556093, 2.135628, 8.932767],1685413653479"
0,,"device_2,[3.9193082, 2.2146366, 10.783484],1685413653534"
0,,"device_2,[0.5770026, 3.2944214, 6.2847795],1685413653587"
0,,"device_2,[3.359065, 1.0869676, 7.1610575],1685413653641"
0,,"device_2,[3.7565024, 1.5921441, 11.884817],1685413653695"
0,,"device_2,[3.193865, 1.0486604, 7.61835],1685413653749"
0,,"device_2,[0.2753332, 1.673547, 9.210494],1685413653803"
0,,"device_2,[1.5346833, 1.5586253, 6.2871737],1685413653855"
0,,"device_2,[-0.80924016, 0.80205756, 7.7093296],1685413653910"
0,,"device_2,[0.51954174, 0.46926352, 11.791444],1685413653991"
0,,"device_2,[0.6799533, 0.260968, 8.731653],1685413654017"
0,,"device_2,[0.08379706, 1.2042835, 8.889671],1685413654071"
0,,"device_2,[-1.2521675, 3.5051112, 11.310209],1685413654124"
0,,"device_2,[0.34715924, 2.4037786, 7.5201874],1685413654177"
0,,"device_2,[-3.6846764, 3.632004, 10.9343195],1685413654231"
0,,"device_2,[-1.496376, 0.37588966, 7.702147],1685413654284"
0,,"device_2,[-0.9744401, 1.4077905, 8.288726],1685413654337"
0,,"device_2,[-1.520318, 1.5155296, 6.1507044],1685413654391"
0,,"device_2,[-4.39336, 1.5801731, 6.7612257],1685413654443"
0,,"device_2,[-4.6926355, -0.33518824, 9.49301],1685413654498"
0,,"device_2,[-9.131485, 0.7517793, 6.8043213],1685413654552"
0,,"device_2,[-7.2807674, -2.3175871, 7.3645644],1685413654605"
0,,"device_2,[-5.705383, -0.92176765, 4.6519337],1685413654657"
0,,"device_2,[-10.955867, 0.14844051, 5.2504845],1685413654712"
0,,"device_2,[-7.4268136, 1.1420342, 7.225701],1685413654812"
0,,"device_2,[-7.07726, -0.5770026, 9.004593],1685413654819"
0,,"device_2,[-10.149021, -0.1316811, 3.9576154],1685413654872"
0,,"device_2,[-8.11395, 0.12449849, 6.4547677],1685413654926"
0,,"device_2,[-8.892065, 0.06464344, 8.3629465],1685413654980"
0,,"device_2,[-6.6870055, -0.02633622, 5.2265425],1685413655060"
0,,"device_2,[-6.8785415, 0.46447513, 5.628768],1685413655086"
0,,"device_2,[-7.9463553, 1.7286136, 6.2847795],1685413655139"
0,,"device_2,[-7.4723034, 1.9776106, 4.972757],1685413655193"
0,,"device_2,[-8.11395, 2.4540567, 5.66947],1685413655247"
0,,"device_2,[-7.1131735, 1.0295067, 5.662287],1685413655302"
0,,"device_2,[-7.965509, 0.51475334, 5.1475334],1685413655355"
