,x,0
0,,"device_2,[None, None, None],1685252599146"
0,,"device_2,[0.10295067, 0.32561144, 9.82341],1685252599154"
0,,"device_2,[0.031124622, 0.29448682, 9.830592]device_2,[0.04309563, 0.2705448, 9.82341]device_2,[0.07182605, 0.33518824, 9.8042555],1685252599246"
0,,"device_2,[0.08140286, 0.25857377, 9.744401],1685252599291"
0,,"device_2,[0.033518825, 0.320823, 9.82341],1685252599346"
0,,"device_2,[0.05267244, 0.29448682, 9.8042555],1685252599393"
0,,"device_2,[0.05267244, 0.2777274, 9.849746],1685252599453"
0,,"device_2,[0.062249243, 0.2825158, 9.840169],1685252599503"
0,,"device_2,[0.038307227, 0.2896984, 9.816227],1685252599562"
0,,"device_2,[0.090979666, 0.2801216, 9.849746],1685252599617"
0,,"device_2,[0.06943185, 0.28491, 9.828198],1685252599671"
0,,"device_2,[0.04309563, 0.2657564, 9.818622],1685252599725"
0,,"device_2,[0.06464344, 0.32321724, 9.837775],1685252599779"
0,,"device_2,[0.05746084, 0.2753332, 9.828198],1685252599874"
0,,"device_2,[0.04309563, 0.2801216, 9.825804],1685252599882"
0,,"device_2,[0.06703765, 0.29209262, 9.847352],1685252599938"
0,,"device_2,[0.06464344, 0.260968, 9.720459],1685252599995"
0,,"device_2,[0.062249243, 0.29209262, 9.818622],1685252600045"
0,,"device_2,[0.045489833, 0.2753332, 9.816227],1685252600100"
0,,"device_2,[0.06703765, 0.2681506, 9.818622],1685252600154"
0,,"device_2,[0.09816227, 0.2896984, 9.792285],1685252600207"
0,,"device_2,[0.031124622, 0.29448682, 9.813833],1685252600262"
0,,"device_2,[0.059855044, 0.2825158, 9.835381],1685252600318"
0,,"device_2,[0.11252748, 0.2801216, 9.849746],1685252600379"
0,,"device_2,[0.04070143, 0.2873042, 9.828198],1685252600428"
0,,"device_2,[0.045489833, 0.29927522, 9.816227],1685252600485"
0,,"device_2,[0.06464344, 0.2705448, 9.809045],1685252600538"
0,,"device_2,[0.062249243, 0.2825158, 9.801862],1685252600589"
0,,"device_2,[0.05267244, 0.2777274, 9.830592],1685252600643"
0,,"device_2,[0.038307227, 0.272939, 9.78989],1685252600701"
0,,"device_2,[0.095768064, 0.2896984, 9.7803135],1685252600758"
0,,"device_2,[0.047884032, 0.29688102, 9.785102],1685252600811"
0,,"device_2,[0.009576807, 0.2777274, 9.765948],1685252600871"
0,,"device_2,[0.09816227, 0.2657564, 9.818622],1685252600920"
0,,"device_2,[0.076614454, 0.28491, 9.782708],1685252600974"
0,,"device_2,[0.033518825, 0.2896984, 9.799467],1685252601027"
0,,"device_2,[0.062249243, 0.2873042, 9.821015],1685252601079"
0,,"device_2,[0.062249243, 0.260968, 9.792285],1685252601131"
0,,"device_2,[0.05267244, 0.2753332, 9.787497],1685252601183"
0,,"device_2,[0.021547815, 0.2873042, 9.785102],1685252601234"
0,,"device_2,[0.07182605, 0.2753332, 9.770737],1685252601283"
0,,"device_2,[0.08379706, 0.2705448, 9.770737],1685252601336"
0,,"device_2,[0.04309563, 0.2825158, 9.7803135],1685252601388"
0,,"device_2,[0.031124622, 0.31603462, 9.782708],1685252601441"
