,x,0
0,,"device_1,[0.4165911, 1.9680338, 9.476251],1686510924076"
0,,"device_1,[0.21068975, 2.1619642, 9.624691]device_1,[0.29448682, 2.2361844, 9.598354],1686510924093"
0,,"device_1,[0.25378537, 2.0925324, 9.287108],1686510924118"
0,,"device_1,[0.29448682, 2.0925324, 10.0269165],1686510924170"
0,,"device_1,[0.04309563, 2.2050598, 9.279925],1686510924223"
0,,"device_1,[0.39025488, 2.0231004, 9.56723],1686510924277"
0,,"device_1,[0.10055647, 2.360683, 9.842564],1686510924332"
0,,"device_1,[0.5746084, 1.8363527, 9.526528],1686510924387"
0,,"device_1,[-0.36870706, 2.4660277, 9.787497],1686510924441"
0,,"device_1,[0.63206923, 1.8052281, 9.65821],1686510924496"
0,,"device_1,[1.1994951, 1.283292, 10.498574],1686510924551"
0,,"device_1,[1.9273324, 0.6631939, 10.189722],1686510924606"
0,,"device_1,[2.6360161, 0.24420857, 9.370906],1686510924660"
0,,"device_1,[1.7429788, -0.04309563, 9.835381],1686510924719"
0,,"device_1,[2.291251, -1.8004397, 12.847286],1686510924772"
0,,"device_1,[-3.1771057, 2.837129, 9.260772],1686510924826"
0,,"device_1,[-3.2944214, 4.477157, 5.7867856],1686510924884"
0,,"device_1,[1.2545617, 0.78529817, 12.94066],1686510924936"
0,,"device_1,[-1.6184803, 3.25372, 10.927136],1686510925032"
0,,"device_1,[0.2705448, 1.7597382, 8.204929],1686510925058"
0,,"device_1,[1.5251064, 0.93373865, 11.343728],1686510925116"
0,,"device_1,[1.8579005, 1.8339585, 7.989451],1686510925158"
0,,"device_1,[2.27928, 1.4700398, 10.649409],1686510925208"
0,,"device_1,[1.7645266, 2.2481554, 9.742006],1686510925263"
0,,"device_1,[3.6583402, 1.3431472, 10.536881],1686510925326"
0,,"device_1,[4.3287168, 0.9648633, 11.468226],1686510925373"
0,,"device_1,[3.596091, 1.5011644, 12.354081],1686510925435"
0,,"device_1,[4.4460325, 2.5594015, 7.323863],1686510925483"
0,,"device_1,[4.831499, 2.5905263, 7.309498],1686510925552"
0,,"device_1,[5.145139, 0.320823, 4.297592],1686510925591"
0,,"device_1,[6.691794, 0.8738836, 9.856929]device_1,[9.411607, 4.8961425, 6.7109475]device_1,[6.5840545, -0.01436521, 7.4842744]device_1,[6.0118403, 5.130774, 8.583213],1686510925913"
0,,"device_1,[6.2632318, 3.6703112, 6.4188547]device_1,[8.714894, 5.056554, 6.0022635],1686510925972"
0,,"device_1,[7.3310456, 4.654328, 7.750031],1686510926023"
0,,"device_1,[7.144298, 4.197036, 5.4899044],1686510926036"
0,,"device_1,[6.5337763, 4.4819455, 4.975151],1686510926080"
0,,"device_1,[7.129933, 3.5242648, 5.5521536],1686510926140"
0,,"device_1,[5.118803, 3.5529952, 3.7852328],1686510926194"
0,,"device_1,[1.532289, 5.5401826, 6.2009826],1686510926246"
0,,"device_1,[5.3941364, 5.995081, -1.3072342],1686510926324"
0,,"device_1,[7.28795, 5.9041014, 4.0581717],1686510926355"
0,,"device_1,[4.8602295, 9.337387, 2.4516625],1686510926407"
0,,"device_1,[6.8330517, 8.844181, 1.1109096],1686510926510"
0,,"device_1,[3.7445314, 9.653421, 2.6719291],1686510926539"
0,,"device_1,[4.675876, 8.037335, 2.4229321],1686510926574"
0,,"device_1,[4.745308, 7.5082164, 2.8299465],1686510926626"
0,,"device_1,[4.0940847, 7.843405, 1.9393034],1686510926682"
0,,"device_1,[4.072537, 8.935161, 1.0295067],1686510926733"
0,,"device_1,[4.4077253, 8.722076, 1.0271125],1686510926791"
0,,"device_1,[3.6870706, 9.330204, 1.5370775],1686510926854"
0,,"device_1,[3.7349546, 9.43076, 0.7661445],1686510926916"
0,,"device_1,[3.3494883, 9.504981, 0.46686932],1686510926955"
0,,"device_1,[4.6160207, 8.480263, 2.1308396],1686510927015"
0,,"device_1,[3.4213142, 8.197746, 2.1260512],1686510927062"
0,,"device_1,[4.4101195, 8.695741, -0.2633622],1686510927193"
0,,"device_1,[4.156334, 8.588001, 1.4748282],1686510927210"
0,,"device_1,[3.9983168, 9.382876, 1.9416976],1686510927255"
0,,"device_1,[1.0654198, 9.351752, 2.0087352],1686510927291"
0,,"device_1,[3.655946, 10.287885, -0.32321724],1686510927348"
0,,"device_1,[1.496376, 11.257536, 2.5306711],1686510927389"
0,,"device_1,[1.4030021, 9.866506, 1.7836803],1686510927446"
0,,"device_1,[2.7461493, 7.773973, 1.5394717],1686510927493"
0,,"device_1,[2.195483, 9.471462, 2.552219],1686510927545"
0,,"device_1,[2.492364, 9.414001, 1.1923125],1686510927644"
0,,"device_1,[1.8842367, 8.939949, 0.842759],1686510927655"
0,,"device_1,[3.6415808, 8.868123, 4.5537715],1686510927717"
0,,"device_1,[1.5682021, 9.272743, 1.1300632],1686510927772"
0,,"device_1,[2.5306711, 9.744401, -0.5674258],1686510927819"
0,,"device_1,[2.0350714, 8.832211, 2.0374656],1686510927867"
0,,"device_1,[4.4220905, 8.542512, 0.6655881],1686510927919"
0,,"device_1,[1.6376339, 9.825804, 2.2170308],1686510927993"
0,,"device_1,[4.003105, 8.645462, 1.7310078],1686510928022"
0,,"device_1,[2.5689783, 9.11712, 2.5570073],1686510928074"
0,,"device_1,[3.6224272, 8.693346, 3.1986535],1686510928124"
0,,"device_1,[2.552219, 9.471462, 0.4165911],1686510928175"
0,,"device_1,[3.5865142, 8.75799, 2.432509],1686510928227"
0,,"device_1,[2.4851813, 9.502586, 1.508347],1686510928280"
0,,"device_1,[3.1723173, 9.052477, 0.8475474],1686510928377"
0,,"device_1,[1.8674773, 9.655815, 0.6655881],1686510928383"
0,,"device_1,[1.2521675, 10.070012, 2.1068976],1686510928476"
0,,"device_1,[3.6774938, 8.197746, 0.19871874],1686510928484"
0,,"device_1,[2.1571758, 8.212111, 3.064578],1686510928568"
0,,"device_1,[3.7565024, 8.825027, 1.0366893],1686510928587"
0,,"device_1,[3.6870706, 9.320627, 2.3080103],1686510928637"
0,,"device_1,[2.099715, 9.193734, 3.0142999],1686510928742"
0,,"device_1,[3.0142999, 9.406818, -1.0869676],1686510928748"
0,,"device_1,[1.5298948, 8.978256, 3.301604],1686510929048"
