,x,0
0,,"device_2,[6.0381765, 1.8267759, 8.145074],1686511338849"
0,,"device_2,[6.184223, 1.1300632, 8.291121],1686511338901"
0,,"device_2,[4.027047, 0.50278234, 7.0940194],1686511338954"
0,,"device_2,[7.491457, 1.5370775, 7.433996],1686511339009"
0,,"device_2,[6.8641763, 1.13964, 8.432379],1686511339060"
0,,"device_2,[5.767632, 0.20590134, 8.010999],1686511339137"
0,,"device_2,[6.8761473, 0.5434838, 6.969521],1686511339168"
0,,"device_2,[3.8522706, 0.6991069, 7.723695],1686511339220"
0,,"device_2,[4.9200845, 2.657564, 6.9623384],1686511339272"
0,,"device_2,[3.3087866, 0.45250413, 9.866506],1686511339324"
0,,"device_2,[2.9472623, -0.5602432, 9.631873],1686511339378"
0,,"device_2,[0.4213795, -0.8475474, 10.771513],1686511339444"
0,,"device_2,[-0.045489833, -0.79726917, 9.935937],1686511339492"
0,,"device_2,[-0.32800564, -0.30645782, 9.768343],1686511339540"
0,,"device_2,[1.520318, -0.50038815, 9.892841],1686511339591"
0,,"device_2,[0.4333505, -0.7541735, 26.439169],1686511339643"
0,,"device_2,[1.292869, -0.090979666, 9.655815],1686511339698"
0,,"device_2,[2.6503813, -6.256049, 63.029755],1686511339753"
0,,"device_2,[0.37588966, 0.557849, 2.9376855],1686511339804"
0,,"device_2,[0.47165772, -1.2378023, 8.39886],1686511339852"
0,,"device_2,[1.055843, -0.4213795, 13.244724],1686511339903"
0,,"device_2,[0.545878, -0.02873042, 25.840618],1686511339955"
0,,"device_2,[0.33279404, -0.2753332, 9.794679],1686511340005"
0,,"device_2,[0.01436521, -0.31364042, 10.000581],1686511340065"
0,,"device_2,[0.16998832, -0.20111294, 9.80665],1686511340108"
0,,"device_2,[0.15562311, -0.21787235, 9.864111],1686511340159"
0,,"device_2,[0.16998832, -0.19871874, 9.832987],1686511340209"
0,,"device_2,[0.16280572, -0.21787235, 9.844957],1686511340262"
0,,"device_2,[0.1604115, -0.19632454, 9.856929],1686511340313"
0,,"device_2,[0.1388637, -0.21787235, 9.828198],1686511340366"
0,,"device_2,[0.1604115, -0.22026655, 9.832987],1686511340416"
0,,"device_2,[0.1412579, -0.22026655, 9.85214],1686511340474"
0,,"device_2,[0.1364695, -0.23223756, 9.844957],1686511340522"
0,,"device_2,[0.15801731, -0.21068975, 9.825804],1686511340591"
0,,"device_2,[0.15801731, -0.23463176, 9.825804],1686511340676"
0,,"device_2,[0.1316811, -0.22744916, 9.816227],1686511340683"
0,,"device_2,[0.15801731, -0.22266077, 9.813833],1686511340737"
0,,"device_2,[0.14844051, -0.22744916, 9.801862],1686511340790"
0,,"device_2,[0.15083471, -0.20829555, 9.813833],1686511340843"
0,,"device_2,[0.1340753, -0.21787235, 9.809045],1686511340897"
0,,"device_2,[0.15562311, -0.22266077, 9.787497],1686511340989"
0,,"device_2,[0.1412579, -0.21308395, 9.809045],1686511341007"
0,,"device_2,[0.1436521, -0.21547815, 9.8042555],1686511341059"
0,,"device_2,[0.15083471, -0.22026655, 9.811439],1686511341112"
0,,"device_2,[0.1364695, -0.23463176, 9.797073],1686511341166"
0,,"device_2,[0.15801731, -0.24181437, 9.785102],1686511341219"
0,,"device_2,[0.1340753, -0.21787235, 9.794679],1686511341286"
0,,"device_2,[0.1436521, -0.22744916, 9.7803135],1686511341326"
0,,"device_2,[0.1436521, -0.23463176, 9.7803135],1686511341381"
0,,"device_2,[0.16759412, -0.23223756, 9.773131],1686511341437"
0,,"device_2,[0.1340753, -0.22984336, 9.768343],1686511341491"
0,,"device_2,[0.1340753, -0.20590134, 9.775525],1686511341543"
0,,"device_2,[0.1412579, -0.22026655, 9.7803135],1686511341597"
0,,"device_2,[0.1436521, -0.22505496, 9.782708],1686511341649"
0,,"device_2,[0.1436521, -0.23702596, 9.773131],1686511341702"
0,,"device_2,[0.14604631, -0.22505496, 9.77792],1686511341756"
0,,"device_2,[0.1340753, -0.23223756, 9.77792],1686511341811"
0,,"device_2,[0.14604631, -0.22744916, 9.758766],1686511341905"
0,,"device_2,[0.17238252, -0.23463176, 9.782708],1686511341917"
0,,"device_2,[0.1436521, -0.21547815, 9.746795],1686511341971"
0,,"device_2,[0.14844051, -0.24660277, 9.76116],1686511342025"
0,,"device_2,[0.15801731, -0.23463176, 9.765948],1686511342080"
0,,"device_2,[0.16280572, -0.23223756, 9.76116],1686511342134"
0,,"device_2,[0.1412579, -0.21787235, 9.768343],1686511342208"
0,,"device_2,[0.17238252, -0.21068975, 9.765948],1686511342241"
0,,"device_2,[0.15083471, -0.24181437, 9.76116],1686511342297"
0,,"device_2,[0.17717093, -0.21308395, 9.758766],1686511342349"
0,,"device_2,[0.15322891, -0.22744916, 9.758766],1686511342403"
0,,"device_2,[0.15562311, -0.25139117, 9.758766],1686511342456"
0,,"device_2,[0.1412579, -0.23223756, 9.734824],1686511342516"
0,,"device_2,[0.15322891, -0.24181437, 9.763555],1686511342565"
0,,"device_2,[0.1388637, -0.24181437, 9.751583],1686511342624"
0,,"device_2,[0.14844051, -0.22984336, 9.746795],1686511342672"
0,,"device_2,[0.14844051, -0.24899697, 9.763555],1686511342752"
0,,"device_2,[0.15801731, -0.24181437, 9.746795],1686511342823"
0,,"device_2,[0.15083471, -0.22505496, 9.746795],1686511342835"
0,,"device_2,[0.1388637, -0.22266077, 9.775525],1686511342889"
0,,"device_2,[0.1340753, -0.22266077, 9.751583],1686511342943"
0,,"device_2,[0.15083471, -0.22744916, 9.734824],1686511342997"
0,,"device_2,[0.15562311, -0.24660277, 9.739613],1686511343050"
0,,"device_2,[0.1412579, -0.23942018, 9.734824],1686511343104"
0,,"device_2,[0.1364695, -0.24181437, 9.737218],1686511343158"
0,,"device_2,[0.14604631, -0.23223756, 9.744401],1686511343213"
